1221 ____;3345 ____;6666 XXXX;;;;
1221 XX__;1134 XO__;3253 XO__;1623 XXXX;;;
1221 XX__;1134 XO__;3253 XOO_;1323 OOO_;5231 XXXX;;
1221 XX__;1134 XO__;3253 XOO_;1323 XXX_;1523 XXXX;;
1221 XX__;1134 XO__;3253 XOO_;1323 XXXX;;;
1221 XX__;1134 XO__;3253 XX__;1263 XO__;3224 XXXX;;
1221 XX__;1134 XO__;3253 XX__;1263 XXXX;;;
1221 XX__;1134 XO__;3253 XXO_;3231 XXXX;;;
1221 XX__;1134 XO__;3253 XXX_;1253 XXXX;;;
1221 XX__;1134 XOO_;1415 OO__;4231 XXXX;;;
1221 XX__;1134 XOO_;1415 XO__;1243 XO__;1361 XXXX;;
1221 XX__;1134 XOO_;1415 XO__;1243 XXXX;;;
1221 XX__;1134 XOO_;1415 XOO_;1351 XX__;1641 XXXX;;
1221 XX__;1134 XOO_;1415 XOO_;1351 XXXX;;;
1221 XX__;1134 XOO_;1415 XOOO;1541 XXXX;;;
1221 XX__;1134 XOO_;1415 XX__;1311 XO__;1423 XXXX;;
1221 XX__;1134 XOO_;1415 XX__;1311 XXXX;;;
1221 XX__;1134 XOO_;1415 XXO_;1441 XXX_;1461 XXXX;;
1221 XX__;1134 XOO_;1415 XXO_;1441 XXXX;;;
1221 XX__;1134 XOO_;1415 XXOO;1451 XXXX;;;
1221 XX__;1134 XOO_;1415 XXX_;1411 XXXX;;;
1221 XX__;1134 XOOO;1341 XXXX;;;;
1221 XX__;1134 XX__;4215 O___;1161 XXXX;;;
1221 XX__;1134 XX__;4215 OO__;1151 XXXX;;;
1221 XX__;1134 XX__;4215 OOO_;1424 XXX_;1624 XXXX;;
1221 XX__;1134 XX__;4215 OOO_;1424 XXXX;;;
1221 XX__;1134 XX__;4215 OOOO;1524 XXXX;;;
1221 XX__;1134 XX__;4215 X___;1111 XXXX;;;
1221 XX__;1134 XX__;4215 XO__;1233 XXX_;1236 XXXX;;
1221 XX__;1134 XX__;4215 XO__;1233 XXXX;;;
1221 XX__;1134 XX__;4215 XOO_;1244 XXX_;1264 XXXX;;
1221 XX__;1134 XX__;4215 XOO_;1244 XXXX;;;
1221 XX__;1134 XX__;4215 XOOO;1254 XXXX;;;
1221 XX__;1134 XX__;4215 XXO_;1235 XXXX;;;
1221 XX__;1134 XXO_;1315 XO__;1141 XXXX;;;
1221 XX__;1134 XXO_;1315 XOO_;1631 XXXX;;;
1221 XX__;1134 XXO_;1315 XOOO;1531 XXXX;;;
1221 XX__;1134 XXO_;1315 XX__;1324 XXXX;;;
1221 XX__;1134 XXO_;1315 XXO_;1331 XXXX;;;
1221 XX__;1134 XXOO;1431 XXXX;;;;
1221 XX__;1134 XXX_;1131 XX__;1234 XXXX;;;
1221 XX__;1134 XXX_;1131 XXXX;;;;
1221 XXO_;1123 OO__;1145 O___;2261 XXXX;;;
1221 XXO_;1123 OO__;1145 OO__;2251 XXXX;;;
1221 XXO_;1123 OO__;1145 XO__;2241 XXXX;;;
1221 XXO_;1123 OOO_;4115 O___;2231 XXXX;;;
1221 XXO_;1123 OOO_;4115 XO__;6211 XXXX;;;
1221 XXO_;1123 OOO_;4115 XOO_;5211 XXXX;;;
1221 XXO_;1123 OOO_;4115 XXO_;4211 XXXX;;;
1221 XXO_;1123 OOOO;3211 XXXX;;;;
1221 XXO_;1123 XO__;1452 OO__;2621 XXXX;;;
1221 XXO_;1123 XO__;1452 OOO_;2521 XXXX;;;
1221 XXO_;1123 XO__;1452 XOO_;2421 XXXX;;;
1221 XXO_;1123 XO__;1452 XX__;1262 XXXX;;;
1221 XXO_;1123 XO__;1452 XXO_;1242 XXXX;;;
1221 XXO_;1123 XO__;1452 XXX_;1252 XXXX;;;
1221 XXO_;1123 XOO_;1145 O___;2321 XXXX;;;
1221 XXO_;1123 XOO_;1145 X___;1232 XXXX;;;
1221 XXO_;1123 XOO_;1145 XO__;1216 XXXX;;;
1221 XXO_;1123 XOO_;1145 XOO_;1214 XXXX;;;
1221 XXO_;1123 XOO_;1145 XXO_;1215 XXXX;;;
1221 XXO_;1123 XX__;1415 X___;1622 XXXX;;;
1221 XXO_;1123 XX__;1415 XO__;1522 XXXX;;;
1221 XXO_;1123 XX__;1415 XX__;1422 XXXX;;;
1221 XXO_;1123 XXO_;4115 O___;1322 XXXX;;;
1221 XXO_;1123 XXO_;4115 XO__;6121 XXXX;;;
1221 XXO_;1123 XXO_;4115 XOO_;5121 XXXX;;;
1221 XXO_;1123 XXO_;4115 XXO_;4121 XXXX;;;
1221 XXO_;1123 XXOO;1213 OOOO;3121 XXXX;;;
1221 XXO_;1123 XXOO;1213 XXXX;;;;
1221 XXO_;1123 XXX_;1145 XX__;1126 XXXX;;;
1221 XXO_;1123 XXX_;1145 XXO_;1124 XXXX;;;
1221 XXO_;1123 XXX_;1145 XXX_;1125 XXXX;;;
1221 XXO_;1123 XXXX;;;;;
1221 XXOO;1123 OOO_;2211 XXXX;;;;
1221 XXOO;1123 XOO_;1212 XXXX;;;;
1221 XXOO;1123 XXO_;2121 XXXX;;;;
1221 XXOO;1123 XXX_;1122 XXXX;;;;
1221 XXX_;1123 XO__;2114 OO__;5221 XXX_;6221 XXXX;;
1221 XXX_;1123 XO__;2114 OO__;5221 XXXX;;;
1221 XXX_;1123 XO__;2114 OOO_;4221 XXXX;;;
1221 XXX_;1123 XO__;2114 XO__;2221 XXXX;;;
1221 XXX_;1123 XOO_;1114 O___;3221 XXXX;;;
1221 XXX_;1123 XOO_;1114 XO__;1251 XXX_;1261 XXXX;;
1221 XXX_;1123 XOO_;1114 XO__;1251 XXXX;;;
1221 XXX_;1123 XOO_;1114 XOO_;1241 XXXX;;;
1221 XXX_;1123 XOO_;1114 XXO_;1211 XXXX;;;
1221 XXX_;1123 XOOO;1231 XXXX;;;;
1221 XXX_;1123 XX__;1142 XO__;1225 XXX_;1226 XXXX;;
1221 XXX_;1123 XX__;1142 XO__;1225 XXXX;;;
1221 XXX_;1123 XX__;1142 XOO_;1224 XXXX;;;
1221 XXX_;1123 XX__;1142 XX__;1222 XXXX;;;
1221 XXX_;1123 XXO_;1415 XO__;1621 XXXX;;;
1221 XXX_;1123 XXO_;1415 XOO_;1521 XXXX;;;
1221 XXX_;1123 XXO_;1415 XXO_;1421 XXXX;;;
1221 XXX_;1123 XXOO;1321 XXXX;;;;
1221 XXX_;1123 XXX_;1121 XX__;1223 XXXX;;;
1221 XXX_;1123 XXX_;1121 XXXX;;;;
1221 XXXX;;;;;;
